	Arrests per 1,000 Residents	House Election	Locality, Local Health District	PopEst Total Population	Presidential Election	Senate Election	VA Election	Education Spending per Student	Per Capita Income	Per Capita Income Maintenance Benefits	Per Job Income	Children in Poverty	Population in Poverty	Unemployment Rate	Uninsured Children	Uninsured Population2	Voter Turnout2	Cost Burdened Households	Home Ownership Rate	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma
747	9.0	False	Brunswick, Southside	16930	False	False	False	11570.0	31605.0	1198.0	36016.0	0.29	0.22	0.07	0.06	0.13	0.32	0.34	0.73	0.64	0.14	0.2
748	14.0	False	Halifax, Southside	35506	False	False	False	9842.0	34025.0	1129.0	39317.0	0.26	0.17	0.06	0.05	0.13	0.33	0.27	0.72	0.58	0.18	0.14
749	11.0	False	Greensville, Crater	11760	False	False	False	10337.0	30067.0	1253.0	39816.0	0.29	0.28	0.05	0.04	0.11	0.32	0.29	0.72	0.69	0.08	0.2
750	52.0	False	Emporia City, Crater	5672	False	False	False					0.38	0.23	0.07	0.03	0.12	0.36	0.42	0.43	0.58	0.19	0.19
751	8.0	False	Southampton, Western Tidewater	18410	False	False	False	10676.0	34707.0	1074.0	35995.0	0.21	0.15	0.04	0.06	0.12	0.19	0.31	0.7	0.63	0.15	0.16
752	45.0	False	Franklin City, Western Tidewater	8457	False	False	False	14129.0				0.35	0.19	0.07	0.05	0.13	0.11	0.5	0.48	0.58	0.27	0.16
753	15.0	False	Mecklenburg, Southside	31555	False	False	False	9836.0	33933.0	1040.0	35495.0	0.27	0.2	0.06	0.07	0.15	0.27	0.29	0.74	0.58	0.17	0.17
754	9.0	False	Pittsylvania, Pittsylvania-Danville	62794	False	False	False	9310.0	34343.0	1220.0	39067.0	0.26	0.17	0.05	0.05	0.12	0.29	0.25	0.77	0.61	0.16	0.14
755	45.0	False	Danville City, Pittsylvania-Danville	42450	False	False	False	10702.0				0.39	0.23	0.07	0.04	0.12	0.16	0.31	0.54	0.59	0.2	0.16
756	38.0	False	Martinsville City, West Piedmont	13624	False	False	False	11508.0				0.37	0.24	0.09	0.04	0.12	0.22	0.36	0.53	0.57	0.19	0.15
757	19.0	False	Henry, West Piedmont	52580	False	False	False	9589.0	35090.0	1240.0	38803.0	0.3	0.2	0.06	0.06	0.14	0.31	0.24	0.75	0.59	0.13	0.17
758	19.0	False	Scott, Lenowisco	22570	False	False	False	9282.0	30789.0	1057.0	30157.0	0.24	0.19	0.05	0.05	0.11	0.38	0.22	0.78	0.6	0.14	0.17
759	16.0	False	Washington, Mount Rogers	54759	False	False	False	10066.0	39177.0	893.0	44916.0	0.23	0.16	0.05	0.05	0.11	0.33	0.24	0.76	0.61	0.26	0.1
760	19.0	False	Bristol City, Mount Rogers	17524	False	False	False	10193.0				0.33	0.19	0.05	0.04	0.11	0.06	0.31	0.55	0.6	0.26	0.12
761	23.0	False	Radford City, New River	17057	False	False	False	9615.0				0.21	0.33	0.06	0.04	0.09	0.14	0.41	0.44	0.79	0.39	0.07
762	1.0	False	Floyd, New River	15523	False	False	False	9907.0	34621.0	680.0	26681.0	0.18	0.12	0.04	0.07	0.12	0.39	0.17	0.78	0.59	0.2	0.11
763	14.0	False	Giles, New River	16907	False	False	False	10069.0	36691.0	770.0	42061.0	0.18	0.11	0.05	0.06	0.11	0.45	0.2	0.76	0.6	0.16	0.14
764	23.0	False	Pulaski, New River	34528	False	False	False	10288.0	36784.0	780.0	44788.0	0.22	0.15	0.05	0.04	0.1	0.24	0.22	0.71	0.61	0.19	0.12
765	11.0	False	Montgomery, New River	96467	False	False	False	10569.0	33453.0	511.0	48192.0	0.15	0.21	0.04	0.05	0.11	0.27	0.35	0.54	0.73	0.49	0.06
766	9.0	False	Lee, Lenowisco	25206	False	False	False	10571.0	27251.0	1388.0	32940.0	0.36	0.26	0.07	0.05	0.13	0.36	0.24	0.73	0.63	0.13	0.21
767	8.0	False	Bland, Mount Rogers	6662	False	False	False	10070.0	33109.0	554.0	44180.0	0.18	0.14	0.06	0.05	0.1	0.41	0.17	0.8	0.63	0.16	0.13
768	11.0	False	Dickenson, Cumberland Plateau	15463	False	False	False	10683.0	28028.0	1225.0	45394.0	0.33	0.25	0.1	0.06	0.13	0.37	0.23	0.77	0.61	0.12	0.17
769	22.0	False	Buchanan, Cumberland Plateau	23486	False	False	False	11843.0	31836.0	1350.0	52846.0	0.34	0.29	0.11	0.07	0.13	0.39	0.26	0.79	0.63	0.11	0.22
770	10.0	False	Grayson, Mount Rogers	15573	False	False	False	11539.0	31280.0	863.0	29200.0	0.29	0.2	0.06	0.05	0.13	0.34	0.26	0.74	0.59	0.11	0.16
771	20.0	False	Wythe, Mount Rogers	29190	False	False	False	9655.0	35091.0	785.0	37101.0	0.21	0.14	0.05	0.05	0.12	0.36	0.24	0.7	0.61	0.17	0.15
772	17.0	False	Wise, Lenowisco	40530	False	False	False	9690.0	29735.0	1245.0	42649.0	0.31	0.23	0.08	0.04	0.12	0.24	0.23	0.7	0.64	0.15	0.21
773	85.0	False	Norton City, Lenowisco	4007	False	False	False	9145.0				0.37	0.24	0.07	0.04	0.11	0.25	0.33	0.51	0.67	0.21	0.17
774	20.0	False	Russell, Cumberland Plateau	28245	False	False	False	9598.0	32016.0	1137.0	40154.0	0.28	0.21	0.07	0.05	0.13	0.38	0.22	0.78	0.62	0.14	0.15
775	50.0	False	Galax City, Mount Rogers	6876	False	False	False	9852.0				0.37	0.24	0.06	0.07	0.16	0.22	0.23	0.6	0.57	0.12	0.24
776	11.0	False	Carroll, Mount Rogers	29856	False	False	False	10813.0	32637.0	957.0	35676.0	0.24	0.15	0.05	0.06	0.14	0.31	0.26	0.79	0.59	0.14	0.16
777	20.0	False	Smyth, Mount Rogers	31734	False	False	False	9764.0	34069.0	1049.0	42437.0	0.28	0.18	0.07	0.05	0.11	0.3	0.24	0.7	0.6	0.17	0.12
778	31.0	False	Tazewell, Cumberland Plateau	43870	False	False	False	9297.0	34080.0	1015.0	39515.0	0.24	0.17	0.07	0.05	0.13	0.27	0.24	0.75	0.62	0.16	0.15
779	7.0	False	Clarke, Lord Fairfax	14299	False	False	False	11096.0	57983.0	351.0	37922.0	0.1	0.08	0.04	0.07	0.11	0.34	0.32	0.76	0.6	0.34	0.1
780	18.0	False	Warren, Lord Fairfax	38481	False	False	False	9900.0	41718.0	634.0	40559.0	0.15	0.11	0.05	0.05	0.11	0.24	0.3	0.77	0.63	0.21	0.13
781	15.0	False	Botetourt, Alleghany	33155	False	False	False	10475.0	46531.0	456.0	40520.0	0.09	0.07	0.04	0.04	0.08	0.24	0.22	0.88	0.6	0.29	0.06
782	9.0	False	Craig, Alleghany	5212	False	False	False	11371.0	34843.0	656.0	30009.0	0.22	0.12	0.06	0.06	0.1	0.52	0.2	0.81	0.57	0.18	0.06
783	26.0	False	Salem City, Alleghany	25165	False	False	False	10844.0				0.14	0.1	0.04	0.04	0.1	0.24	0.31	0.66	0.63	0.3	0.07
784	17.0	False	Roanoke, Alleghany	93633	False	False	False	9832.0	48330.0	439.0	53984.0	0.09	0.07	0.04	0.04	0.08	0.36	0.24	0.75	0.6	0.38	0.06
785	33.0	False	Roanoke City, Roanoke	98736	False	False	False	12475.0	41643.0	1270.0	54833.0	0.33	0.21	0.05	0.05	0.13	0.26	0.36	0.54	0.63	0.25	0.15
786	7.0	False	Rockingham, Central Shenandoah	77785	False	False	False	10611.0	35934.0	574.0	46311.0	0.14	0.11	0.04	0.07	0.13	0.2	0.27	0.76	0.6	0.26	0.15
787	25.0	False	Harrisonburg City, Central Shenandoah	51388	False	False	False	11939.0				0.24	0.31	0.05	0.07	0.15	0.11	0.42	0.36	0.76	0.37	0.15
788	23.0	False	Waynesboro City, Central Shenandoah	21150	False	False	False	10589.0				0.26	0.16	0.05	0.05	0.12	0.14	0.37	0.58	0.59	0.19	0.13
789	30.0	False	Staunton City, Central Shenandoah	24193	False	False	False	10655.0				0.23	0.15	0.04	0.04	0.11	0.15	0.33	0.57	0.61	0.34	0.09
790	6.0	False	Augusta, Central Shenandoah	74053	False	False	False	10050.0	39479.0	638.0	43888.0	0.13	0.09	0.04	0.05	0.11	0.33	0.25	0.79	0.61	0.23	0.11
791	32.0	False	Winchester City, Lord Fairfax	27168	False	False	False	12587.0				0.26	0.18	0.04	0.06	0.16	0.2	0.38	0.45	0.63	0.29	0.15
792	17.0	False	Frederick, Lord Fairfax	81340	False	False	False	11009.0	45409.0	560.0	50030.0	0.11	0.08	0.04	0.06	0.11	0.24	0.27	0.78	0.62	0.31	0.1
793	7.0	False	Bath, Central Shenandoah	4583	False	False	False	17546.0	50770.0	616.0	40978.0	0.15	0.1	0.04	0.07	0.11	0.44	0.22	0.7	0.57	0.24	0.08
794	1.0	False	Highland, Central Shenandoah	2244	False	False	False	19728.0	44529.0	540.0	25519.0	0.24	0.14	0.04	0.12	0.2	0.68	0.17	0.82	0.52	0.2	0.14
795	18.0	False	Covington City, Alleghany	5736	False	False	False	11413.0				0.29	0.18	0.06	0.04	0.12	0.24	0.28	0.74	0.59	0.08	0.17
796	11.0	False	Alleghany, Alleghany	16066	False	False	False	11402.0	36832.0	887.0	48469.0	0.24	0.18	0.05	0.05	0.1	0.28	0.23	0.79	0.57	0.17	0.12
797	20.0	False	Rockbridge, Central Shenandoah	22444	False	False	False	11353.0	37294.0	642.0	39266.0	0.19	0.13	0.05	0.06	0.12	0.32	0.3	0.74	0.59	0.26	0.1
798	6.0	False	Lexington City, Central Shenandoah	7071	False	False	False	9592.0				0.13	0.23	0.07	0.05	0.1	0.18	0.4	0.57	0.78	0.58	0.15
799	8.0	False	Buena Vista City, Central Shenandoah	6666	False	False	False	10171.0				0.25	0.17	0.05	0.04	0.11	0.2	0.47	0.59	0.62	0.17	0.1
800	8.0	False	Page, Lord Fairfax	23843	False	False	False	9754.0	36038.0	783.0	35630.0	0.23	0.15	0.07	0.06	0.14	0.38	0.27	0.7	0.6	0.13	0.18
801	15.0	False	Shenandoah, Lord Fairfax	42724	False	False	False	10137.0	39355.0	629.0	37618.0	0.18	0.11	0.04	0.06	0.13	0.31	0.3	0.73	0.59	0.19	0.12
802	19.0	True	Culpeper, Rappahannock Rapidan	48952	True	False	False	9742.0	42889.0	621.0	43125.0	0.13	0.1	0.04	0.06	0.13	0.57	0.34	0.72	0.61	0.22	0.14
803	7.0	True	Rappahannock, Rappahannock Rapidan	7416	True	False	False	13737.0	56573.0	413.0	40063.0	0.17	0.1	0.03	0.09	0.14	0.77	0.3	0.74	0.58	0.32	0.09
804	24.0	True	Lynchburg City, Central Virginia	78755	True	False	False	12237.0				0.25	0.18	0.05	0.05	0.11	0.59	0.36	0.51	0.67	0.34	0.09
805	9.0	True	Campbell, Central Virginia	55061	True	False	False	9541.0	35818.0	856.0	47774.0	0.18	0.13	0.04	0.05	0.11	0.65	0.24	0.76	0.61	0.23	0.11
806	7.0	True	Amherst, Central Virginia	31999	True	False	False	10901.0	34351.0	757.0	38789.0	0.21	0.14	0.04	0.06	0.11	0.6	0.24	0.77	0.61	0.2	0.14
807	6.0	True	Appomattox, Central Virginia	15314	True	False	False	9105.0	35344.0	928.0	30306.0	0.2	0.14	0.05	0.06	0.12	0.63	0.24	0.8	0.59	0.21	0.11
808	12.0	True	Bedford, Central Virginia	76933	True	False	False	10127.0	42082.0	499.0	36332.0	0.13	0.1	0.04	0.04	0.09	0.71	0.22	0.81	0.6	0.3	0.08
809	20.0	True	Charlottesville City, Thomas Jefferson	45538	True	False	False	16086.0				0.2	0.23	0.03	0.06	0.12	0.65	0.38	0.42	0.75	0.52	0.08
810	11.0	True	Albemarle, Thomas Jefferson	104287	True	False	False	13011.0	60964.0	472.0	58171.0	0.09	0.08	0.03	0.06	0.11	0.74	0.28	0.65	0.63	0.54	0.07
811	5.0	True	Fluvanna, Thomas Jefferson	26046	True	False	False	10451.0	40825.0	414.0	35448.0	0.1	0.07	0.03	0.05	0.11	0.68	0.26	0.79	0.61	0.29	0.09
812	12.0	True	Greene, Thomas Jefferson	19085	True	False	False	9793.0	40175.0	598.0	37892.0	0.13	0.08	0.03	0.06	0.13	0.61	0.26	0.78	0.6	0.25	0.14
813	5.0	True	Nelson, Thomas Jefferson	14831	True	False	False	12965.0	45323.0	746.0	33245.0	0.21	0.13	0.04	0.08	0.13	0.72	0.27	0.73	0.57	0.27	0.1
814	7.0	True	Madison, Rappahannock Rapidan	13122	True	False	False	10926.0	47435.0	602.0	45153.0	0.18	0.11	0.03	0.08	0.14	0.62	0.33	0.73	0.58	0.25	0.1
815	6.0	True	Louisa, Thomas Jefferson	34350	True	False	False	11324.0	42721.0	654.0	49286.0	0.16	0.12	0.04	0.07	0.13	0.59	0.28	0.78	0.62	0.22	0.15
816	9.0	True	Orange, Rappahannock Rapidan	34873	True	False	False	10270.0	43679.0	566.0	38297.0	0.14	0.09	0.04	0.06	0.12	0.66	0.28	0.78	0.58	0.24	0.09
817	8.0	True	King William, Three Rivers	16156	True	False	False	10821.0	43562.0	538.0	43295.0	0.11	0.08	0.04	0.05	0.1	0.75	0.26	0.84	0.62	0.19	0.09
818	10.0	True	Accomack, Eastern Shore	33060	True	False	False	10488.0	39596.0	1139.0	41407.0	0.32	0.2	0.05	0.08	0.18	0.65	0.3	0.7	0.58	0.18	0.17
819	13.0	True	Northampton, Eastern Shore	12118	True	False	False	11640.0	38733.0	1235.0	34882.0	0.29	0.2	0.06	0.07	0.14	0.66	0.33	0.67	0.55	0.23	0.17
820	15.0	True	King and Queen, Three Rivers	7140	True	False	False	11702.0	39615.0	762.0	35243.0	0.19	0.13	0.04	0.08	0.14	0.66	0.21	0.79	0.6	0.18	0.1
821	3.0	True	Middlesex, Three Rivers	10728	True	False	False	10667.0	46594.0	778.0	35883.0	0.25	0.14	0.04	0.08	0.11	0.6	0.29	0.82	0.55	0.22	0.08
822	10.0	True	Lancaster, Three Rivers	11055	True	False	False	12505.0	51821.0	817.0	36436.0	0.27	0.14	0.06	0.07	0.11	0.72	0.28	0.75	0.49	0.25	0.09
823	22.0	True	Northumberland, Three Rivers	12272	True	False	False	11943.0	44653.0	778.0	34335.0	0.26	0.13	0.05	0.07	0.13	0.73	0.25	0.86	0.5	0.23	0.09
824	11.0	True	Richmond, Three Rivers	8868	True	False	False	11162.0	33810.0	851.0	39730.0	0.24	0.19	0.04	0.07	0.13	0.48	0.33	0.73	0.63	0.13	0.16
825	14.0	True	Essex, Three Rivers	11130	True	False	False	11623.0	39383.0	1030.0	33993.0	0.24	0.13	0.05	0.06	0.12	0.62	0.3	0.71	0.59	0.14	0.16
826	18.0	True	Westmoreland, Three Rivers	17528	True	False	False	11550.0	41178.0	948.0	29360.0	0.28	0.15	0.05	0.06	0.13	0.54	0.3	0.77	0.58	0.21	0.11
827	10.0	True	Mathews, Three Rivers	8848	True	False	False	11786.0	51336.0	548.0	29487.0	0.18	0.1	0.04	0.06	0.09	0.57	0.26	0.85	0.54	0.26	0.06
828	24.0	True	Hampton City, Hampton	136789	True	False	False	10663.0	41385.0	948.0	55743.0	0.23	0.16	0.06	0.03	0.09	0.6	0.41	0.56	0.65	0.25	0.07
829	24.0	True	Williamsburg City, Peninsula	14988	True	False	False					0.23	0.21	0.06	0.06	0.12	0.54	0.41	0.47	0.74	0.55	0.06
830	22.0	True	Newport News City, Peninsula	181606	True	False	False	11191.0	40967.0	1073.0	61814.0	0.21	0.15	0.05	0.04	0.11	0.57	0.39	0.49	0.65	0.25	0.09
831	19.0	True	York, Peninsula	66919	True	False	False	10205.0	54592.0	323.0	43669.0	0.07	0.05	0.04	0.04	0.07	0.71	0.29	0.72	0.61	0.45	0.05
832	14.0	True	James City, Peninsula	71900	True	False	False	11300.0	59632.0	406.0	44205.0	0.09	0.06	0.04	0.04	0.08	0.79	0.3	0.75	0.56	0.45	0.06
833	11.0	True	Poquoson City, Peninsula	12068	True	False	False	10510.0				0.07	0.05	0.04	0.04	0.06	0.69	0.26	0.83	0.6	0.43	0.03
834	17.0	True	Gloucester, Three Rivers	37021	True	False	False	10004.0	45923.0	597.0	35549.0	0.14	0.09	0.04	0.05	0.1	0.68	0.27	0.77	0.62	0.23	0.09
835	15.0	True	Chesapeake City, Chesapeake	233194	True	False	False	10765.0	47302.0	599.0	45939.0	0.13	0.09	0.04	0.04	0.09	0.66	0.36	0.7	0.64	0.32	0.07
836	16.0	True	Norfolk City, Norfolk	245724	True	False	False	11417.0	38484.0	1065.0	67735.0	0.31	0.21	0.05	0.04	0.12	0.44	0.45	0.43	0.7	0.27	0.1
837	22.0	True	Portsmouth City, Portsmouth	96071	True	False	False	10896.0	39170.0	1328.0	65177.0	0.3	0.18	0.06	0.04	0.1	0.61	0.42	0.54	0.63	0.22	0.12
838	15.0	True	Virginia Beach City, Virginia Beach	449733	True	False	False	11185.0	53432.0	518.0	49737.0	0.12	0.08	0.04	0.04	0.09	0.61	0.38	0.63	0.65	0.35	0.06
839	12.0	True	Isle of Wight, Western Tidewater	36027	True	False	False	10341.0	51213.0	569.0	44724.0	0.12	0.09	0.04	0.05	0.09	0.68	0.28	0.78	0.61	0.29	0.11
840	16.0	True	Suffolk City, Western Tidewater	87061	True	False	False	10433.0	48467.0	823.0	50638.0	0.17	0.12	0.05	0.05	0.09	0.68	0.37	0.69	0.62	0.28	0.1
841	11.0	True	Fauquier, Rappahannock Rapidan	68025	True	False	False	12479.0	63854.0	345.0	46862.0	0.07	0.06	0.03	0.05	0.09	0.77	0.28	0.78	0.61	0.34	0.07
842	9.0	True	Falls Church City, Fairfax	13597	True	False	False	19250.0				0.03	0.04	0.03	0.02	0.04	0.82	0.32	0.6	0.63	0.83	0.01
843	10.0	True	Fairfax City, Fairfax	23620	True	False	False					0.07	0.07	0.03	0.06	0.09	0.77	0.29	0.71	0.64	0.58	0.07
844	12.0	True	Fairfax, Fairfax	1132887	True	False	False	14399.0	75978.0	328.0	82191.0	0.07	0.06	0.03	0.04	0.09	0.77	0.29	0.67	0.64	0.62	0.08
845	6.0	True	Loudoun, Loudoun	362435	True	False	False	13549.0	71218.0	218.0	62670.0	0.04	0.04	0.03	0.04	0.07	0.69	0.28	0.77	0.63	0.61	0.06
846	11.0	True	Prince William, Prince William	443630	True	False	False	10880.0	51164.0	463.0	51834.0	0.1	0.07	0.04	0.06	0.1	0.72	0.33	0.71	0.64	0.4	0.1
847	16.0	True	Manassas Park City, Prince William	15827	True	False	False	11212.0				0.13	0.08	0.04	0.07	0.16	0.62	0.39	0.66	0.66	0.32	0.16
848	19.0	True	Manassas City, Rappahannock Rapidan	41149	True	False	False	13036.0				0.16	0.1	0.04	0.07	0.15	0.54	0.35	0.62	0.65	0.3	0.19
849	10.0	True	Alexandria City, Alexandria	151473	True	False	False	17092.0	83167.0	448.0	80707.0	0.16	0.1	0.03	0.07	0.12	0.76	0.35	0.42	0.72	0.63	0.08
850	10.0	True	Arlington, Arlington	226092	True	False	False	19323.0	87986.0	276.0	96722.0	0.08	0.08	0.03	0.03	0.07	0.53	0.3	0.44	0.74	0.76	0.06
851	12.0	True	Spotsylvania, Rappahannock	129181	True	False	False	10571.0	47230.0	551.0	44973.0	0.11	0.07	0.04	0.05	0.1	0.69	0.3	0.77	0.62	0.3	0.09
852	16.0	True	Stafford, Rappahannock	139548	True	False	False	10130.0	51177.0	377.0	52458.0	0.07	0.06	0.04	0.04	0.07	0.68	0.29	0.75	0.64	0.39	0.05
853	35.0	True	Fredericksburg City, Rappahannock	27853	True	False	False	13240.0				0.2	0.15	0.05	0.05	0.11	0.47	0.39	0.35	0.69	0.43	0.08
854	8.0	True	King George, Rappahannock	25260	True	False	False	8962.0	52212.0	486.0	87388.0	0.09	0.07	0.04	0.04	0.07	0.66	0.25	0.73	0.62	0.35	0.05
855	73.0	True	Colonial Heights City, Chesterfield	17554	True	False	False	12337.0				0.17	0.1	0.04	0.04	0.1	0.64	0.34	0.6	0.58	0.23	0.09
856	20.0	True	Chesterfield, Chesterfield	331839	True	False	False	9592.0	49546.0	503.0	48642.0	0.09	0.07	0.04	0.03	0.08	0.74	0.27	0.76	0.63	0.39	0.08
857	10.0	True	Powhatan, Chesterfield	28286	True	False	False	10585.0	50490.0	314.0	40548.0	0.08	0.07	0.04	0.06	0.09	0.76	0.25	0.89	0.65	0.3	0.08
858	4.0	True	Charles City, Chickahominy	7086	True	False	False	14322.0	40464.0	692.0	42943.0	0.2	0.12	0.05	0.09	0.16	0.71	0.25	0.82	0.63	0.13	0.18
859	5.0	True	Goochland, Chickahominy	21979	True	False	False	11304.0	87084.0	334.0	86914.0	0.09	0.06	0.04	0.05	0.06	0.72	0.2	0.86	0.61	0.36	0.08
860	19.0	True	Hanover, Chickahominy	102199	True	False	False	9772.0	55447.0	327.0	48082.0	0.07	0.06	0.03	0.04	0.07	0.81	0.24	0.81	0.62	0.41	0.05
861	8.0	True	New Kent, Chickahominy	20051	True	False	False	9431.0	58802.0	352.0	35230.0	0.08	0.06	0.03	0.06	0.09	0.72	0.24	0.84	0.64	0.28	0.06
862	18.0	True	Henrico, Henrico	321921	True	False	False	9644.0	58876.0	619.0	65101.0	0.12	0.09	0.04	0.05	0.1	0.72	0.32	0.63	0.63	0.43	0.08
863	23.0	True	Richmond City, Richmond	216773	True	False	False	13843.0	51160.0	1216.0	69962.0	0.39	0.26	0.05	0.04	0.12	0.62	0.43	0.41	0.7	0.38	0.14
864	19.0	True	Caroline, Rappahannock	29640	True	False	False	9489.0	41318.0	739.0	37645.0	0.15	0.1	0.04	0.05	0.11	0.64	0.28	0.78	0.62	0.2	0.13
865	8.0	True	Dinwiddie, Crater	28155	True	False	False	10228.0	38356.0	1284.0	41158.0	0.18	0.13	0.05	0.05	0.11	0.82	0.28	0.75	0.63	0.18	0.15
866	30.0	True	Petersburg City, Crater	31997	True	False	False	12068.0				0.37	0.25	0.08	0.04	0.12	0.56	0.44	0.41	0.64	0.17	0.18
867	11.0	True	Prince George, Crater	37664	True	False	False	10128.0	37561.0	925.0	69915.0	0.12	0.1	0.05	0.04	0.08	0.49	0.28	0.69	0.66	0.23	0.1
868	36.0	True	Hopewell City, Crater	22332	True	False	False	10359.0				0.31	0.21	0.06	0.04	0.12	0.57	0.34	0.5	0.59	0.15	0.15
869	9.0	True	Amelia, Piedmont	12793	True	False	False	9418.0	40530.0	724.0	38548.0	0.15	0.1	0.04	0.08	0.13	0.7	0.25	0.85	0.61	0.14	0.17
870	10.0	True	Sussex, Crater	11733	True	False	False	16495.0	29439.0	1013.0	41861.0	0.3	0.23	0.06	0.06	0.12	0.48	0.29	0.65	0.76	0.1	0.26
871	20.0	True	Franklin, West Piedmont	56230	True	False	False	10724.0	37300.0	700.0	34638.0	0.18	0.13	0.04	0.06	0.12	0.61	0.26	0.79	0.6	0.21	0.11
872	14.0	True	Buckingham, Piedmont	17030	True	False	False	11795.0	27637.0	903.0	40564.0	0.24	0.18	0.05	0.06	0.13	0.54	0.25	0.76	0.64	0.12	0.17
873	10.0	True	Charlotte, Piedmont	12232	True	False	False	11939.0	33255.0	1092.0	32237.0	0.29	0.21	0.05	0.07	0.15	0.57	0.29	0.69	0.58	0.14	0.15
874	8.0	True	Cumberland, Piedmont	9769	True	False	False	11185.0	34967.0	947.0	36550.0	0.26	0.18	0.05	0.05	0.12	0.59	0.34	0.73	0.6	0.14	0.16
875	9.0	True	Surry, Crater	6731	True	False	False	18589.0	41337.0	836.0	76867.0	0.22	0.13	0.05	0.05	0.11	0.74	0.19	0.82	0.62	0.25	0.1
876	16.0	True	Patrick, West Piedmont	18180	True	False	False	9611.0	31682.0	934.0	29978.0	0.28	0.18	0.05	0.06	0.14	0.59	0.23	0.77	0.58	0.15	0.15
877	11.0	True	Lunenburg, Piedmont	12450	True	False	False	10692.0	31256.0	986.0	34835.0	0.26	0.2	0.05	0.07	0.14	0.52	0.27	0.71	0.61	0.12	0.22
878	13.0	True	Nottoway, Piedmont	15641	True	False	False	9960.0	36294.0	1113.0	41235.0	0.29	0.23	0.04	0.06	0.12	0.5	0.32	0.63	0.62	0.16	0.22
879	12.0	True	Prince Edward, Piedmont	23077	True	False	False	11516.0	30149.0	925.0	40223.0	0.28	0.23	0.05	0.05	0.13	0.45	0.26	0.65	0.69	0.25	0.14
880	11.0	True	Brunswick, Southside	16573	True	False	False	12774.0	32958.0	1184.0	37184.0	0.3	0.23	0.06	0.05	0.13	0.57	0.32	0.71	0.63	0.13	0.2
881	14.0	True	Halifax, Southside	35305	True	False	False	10503.0	34527.0	1133.0	39428.0	0.26	0.19	0.06	0.05	0.12	0.56	0.26	0.71	0.57	0.18	0.15
882	10.0	True	Greensville, Crater	11698	True	False	False	10273.0	31247.0	1246.0	40717.0	0.27	0.25	0.05	0.04	0.1	0.48	0.3	0.76	0.69	0.08	0.2
883	49.0	True	Emporia City, Crater	5565	True	False	False					0.39	0.23	0.06	0.04	0.12	0.59	0.46	0.4	0.58	0.15	0.16
884	6.0	True	Southampton, Western Tidewater	18291	True	False	False	12179.0	35898.0	1092.0	36633.0	0.21	0.16	0.04	0.05	0.11	0.57	0.29	0.69	0.63	0.16	0.13
885	48.0	True	Franklin City, Western Tidewater	8413	True	False	False	14150.0				0.34	0.18	0.06	0.04	0.1	0.65	0.43	0.5	0.58	0.23	0.16
886	12.0	True	Mecklenburg, Southside	31209	True	False	False	10152.0	34723.0	1024.0	36101.0	0.26	0.16	0.06	0.06	0.13	0.6	0.26	0.72	0.57	0.18	0.16
887	8.0	True	Pittsylvania, Pittsylvania-Danville	62392	True	False	False	9272.0	35326.0	1202.0	39463.0	0.19	0.14	0.05	0.05	0.12	0.58	0.25	0.76	0.6	0.16	0.13
888	38.0	True	Danville City, Pittsylvania-Danville	42360	True	False	False	10802.0				0.38	0.22	0.06	0.04	0.11	0.59	0.31	0.54	0.58	0.2	0.15
889	39.0	True	Martinsville City, West Piedmont	13551	True	False	False	11775.0				0.35	0.23	0.07	0.04	0.11	0.52	0.34	0.53	0.57	0.19	0.14
890	22.0	True	Henry, West Piedmont	52209	True	False	False	9777.0	35899.0	1222.0	39312.0	0.28	0.18	0.06	0.05	0.13	0.59	0.25	0.73	0.58	0.13	0.16
891	26.0	True	Scott, Lenowisco	22378	True	False	False	9155.0	31208.0	1061.0	29032.0	0.24	0.19	0.05	0.04	0.12	0.51	0.21	0.77	0.6	0.14	0.16
892	15.0	True	Washington, Mount Rogers	54562	True	False	False	9971.0	39321.0	894.0	43047.0	0.19	0.15	0.04	0.05	0.11	0.59	0.23	0.76	0.61	0.28	0.11
893	19.0	True	Bristol City, Mount Rogers	17340	True	False	False	10586.0				0.38	0.24	0.05	0.03	0.1	0.52	0.3	0.58	0.59	0.26	0.11
894	27.0	True	Radford City, New River	17186	True	False	False	9866.0				0.19	0.27	0.05	0.03	0.09	0.41	0.42	0.44	0.81	0.37	0.06
895	8.0	True	Floyd, New River	15587	True	False	False	9858.0	34622.0	677.0	25996.0	0.17	0.14	0.04	0.07	0.13	0.67	0.18	0.78	0.59	0.19	0.13
896	12.0	True	Giles, New River	16871	True	False	False	10402.0	36957.0	770.0	40851.0	0.18	0.12	0.05	0.05	0.11	0.62	0.21	0.75	0.59	0.17	0.12
897	27.0	True	Pulaski, New River	34417	True	False	False	10400.0	37219.0	786.0	43179.0	0.2	0.14	0.06	0.04	0.09	0.55	0.2	0.72	0.61	0.19	0.12
898	10.0	True	Montgomery, New River	97227	True	False	False	10674.0	33650.0	502.0	48916.0	0.13	0.2	0.04	0.05	0.1	0.57	0.34	0.54	0.73	0.49	0.07
899	8.0	True	Lee, Lenowisco	24911	True	False	False	10980.0	28013.0	1437.0	32872.0	0.37	0.3	0.07	0.06	0.13	0.44	0.24	0.72	0.62	0.12	0.2
