	Arrests per 1,000 Residents	House Election	Locality, Local Health District	PopEst Total Population	Presidential Election	Senate Election	VA Election	Education Spending per Student	Per Capita Income	Per Capita Income Maintenance Benefits	Per Job Income	Children in Poverty	Population in Poverty	Unemployment Rate	Uninsured Children	Uninsured Population2	Voter Turnout2	Cost Burdened Households	Home Ownership Rate	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma
0	22.0	True	Culpeper, Rappahannock Rapidan	45749	False	False	False	9443.0	36438.0	639.0	38085.0	0.15	0.1	0.07	0.08	0.16	0.32	0.38	0.73	0.63	0.23	0.15
1	11.0	True	Rappahannock, Rappahannock Rapidan	7376	False	False	False	11809.0	48468.0	426.0	33137.0	0.16	0.1	0.06	0.11	0.18	0.49	0.29	0.73	0.61	0.4	0.15
2	36.0	True	Lynchburg City, Central Virginia	73726	False	False	False	10735.0				0.3	0.23	0.08	0.06	0.17	0.3	0.33	0.56	0.66	0.3	0.13
3	13.0	True	Campbell, Central Virginia	54174	False	False	False	9285.0	31917.0	857.0	44394.0	0.19	0.14	0.08	0.07	0.17	0.44	0.24	0.76	0.63	0.18	0.12
4	15.0	True	Amherst, Central Virginia	32315	False	False	False	9920.0	29730.0	728.0	36722.0	0.19	0.14	0.08	0.08	0.17	0.35	0.24	0.75	0.62	0.18	0.16
5	7.0	True	Appomattox, Central Virginia	14653	False	False	False	9095.0	30706.0	902.0	29790.0	0.22	0.14	0.09	0.08	0.17	0.51	0.19	0.76	0.61	0.12	0.15
6	8.0	True	Bedford, Central Virginia	67697	False	False	False	8807.0	36179.0	521.0	32635.0	0.13	0.1	0.07	0.07	0.15	0.47	0.25	0.84	0.62	0.26	0.12
7		True	Bedford City, Central Virginia	6177	False	False	False					0.28	0.17	0.1	0.06	0.16	0.4	0.35	0.67	0.58	0.24	0.11
8	25.0	True	Charlottesville City, Thomas Jefferson	42267	False	False	False	16141.0				0.23	0.2	0.06	0.07	0.18	0.39	0.42	0.41	0.75	0.49	0.12
9	13.0	True	Albemarle, Thomas Jefferson	96633	False	False	False	12572.0	50241.0	493.0	53168.0	0.1	0.09	0.06	0.07	0.13	0.53	0.32	0.65	0.64	0.55	0.07
10	5.0	True	Fluvanna, Thomas Jefferson	25308	False	False	False	10030.0	34312.0	404.0	32785.0	0.09	0.07	0.06	0.07	0.15	0.47	0.26	0.87	0.62	0.25	0.13
11	13.0	True	Greene, Thomas Jefferson	18082	False	False	False	9901.0	33615.0	558.0	32788.0	0.13	0.1	0.07	0.09	0.17	0.44	0.32	0.8	0.63	0.21	0.18
12	7.0	True	Nelson, Thomas Jefferson	14989	False	False	False	11698.0	36723.0	725.0	28677.0	0.21	0.13	0.07	0.1	0.19	0.49	0.26	0.78	0.62	0.26	0.18
13	10.0	True	Madison, Rappahannock Rapidan	13342	False	False	False	9757.0	32893.0	564.0	28504.0	0.17	0.12	0.06	0.1	0.2	0.38	0.24	0.81	0.61	0.23	0.15
14	7.0	True	Louisa, Thomas Jefferson	32248	False	False	False	10162.0	35923.0	635.0	47895.0	0.16	0.1	0.08	0.08	0.16	0.37	0.31	0.78	0.64	0.19	0.16
15	9.0	True	Orange, Rappahannock Rapidan	32730	False	False	False	8764.0	36955.0	560.0	34331.0	0.15	0.11	0.08	0.08	0.16	0.36	0.34	0.78	0.59	0.23	0.13
16	11.0	True	King William, Three Rivers	15509	False	False	False	10123.0	36644.0	545.0	37368.0	0.11	0.08	0.07	0.07	0.14	0.45	0.3	0.85	0.63	0.21	0.09
17	11.0	True	Accomack, Eastern Shore	34066	False	False	False	10395.0	33711.0	1077.0	37187.0	0.29	0.2	0.08	0.09	0.23	0.38	0.28	0.74	0.6	0.18	0.17
18	13.0	True	Northampton, Eastern Shore	12572	False	False	False	11457.0	32316.0	1272.0	33435.0	0.32	0.19	0.08	0.1	0.2	0.4	0.34	0.71	0.58	0.2	0.17
19	6.0	True	King and Queen, Three Rivers	6926	False	False	False	13607.0	32801.0	740.0	38234.0	0.19	0.13	0.08	0.09	0.19	0.45	0.29	0.8	0.63	0.09	0.17
20	6.0	True	Middlesex, Three Rivers	10831	False	False	False	10426.0	38826.0	656.0	33125.0	0.22	0.14	0.07	0.1	0.18	0.42	0.25	0.81	0.59	0.28	0.11
21	4.0	True	Lancaster, Three Rivers	11478	False	False	False	11469.0	43868.0	757.0	33403.0	0.26	0.14	0.1	0.1	0.18	0.48	0.29	0.77	0.53	0.25	0.15
22	12.0	True	Northumberland, Three Rivers	12419	False	False	False	10091.0	35934.0	716.0	29317.0	0.28	0.14	0.09	0.11	0.2	0.48	0.28	0.84	0.54	0.21	0.13
23	11.0	True	Richmond, Three Rivers	9328	False	False	False	10546.0	26386.0	748.0	36756.0	0.24	0.19	0.07	0.1	0.19	0.3	0.25	0.8	0.64	0.11	0.23
24	14.0	True	Essex, Three Rivers	10901	False	False	False	10469.0	33503.0	1009.0	32307.0	0.24	0.14	0.09	0.07	0.16	0.35	0.3	0.75	0.61	0.17	0.16
25	7.0	True	Westmoreland, Three Rivers	17237	False	False	False	10507.0	33415.0	861.0	26937.0	0.26	0.15	0.08	0.09	0.19	0.33	0.26	0.76	0.59	0.16	0.2
26	13.0	True	Mathews, Three Rivers	9004	False	False	False	10007.0	43816.0	538.0	28538.0	0.17	0.1	0.06	0.09	0.17	0.43	0.25	0.83	0.57	0.2	0.12
27	29.0	True	Hampton City, Hampton	139046	False	False	False	11141.0	35924.0	875.0	55035.0	0.2	0.13	0.09	0.06	0.15	0.36	0.4	0.59	0.65	0.23	0.08
28	21.0	True	Williamsburg City, Peninsula	13421	False	False	False					0.23	0.19	0.1	0.07	0.18	0.3	0.34	0.5	0.76	0.41	0.06
29	30.0	True	Newport News City, Peninsula	181822	False	False	False	10946.0	35135.0	1006.0	54037.0	0.23	0.15	0.08	0.06	0.16	0.31	0.39	0.52	0.65	0.24	0.09
30	17.0	True	York, Peninsula	64846	False	False	False	9982.0	48390.0	301.0	40449.0	0.07	0.05	0.06	0.05	0.11	0.42	0.27	0.79	0.62	0.44	0.03
31	14.0	True	James City, Peninsula	64386	False	False	False	10860.0	51535.0	392.0	40558.0	0.1	0.08	0.06	0.06	0.12	0.48	0.31	0.76	0.59	0.45	0.06
32	12.0	True	Poquoson City, Peninsula	12099	False	False	False	8814.0				0.07	0.05	0.06	0.06	0.11	0.49	0.28	0.85	0.6	0.4	0.04
33	7.0	True	Gloucester, Three Rivers	36610	False	False	False	9675.0	39754.0	603.0	32300.0	0.14	0.1	0.07	0.07	0.16	0.37	0.29	0.82	0.63	0.19	0.13
34	18.0	True	Chesapeake City, Chesapeake	219268	False	False	False	10459.0	42052.0	591.0	43595.0	0.11	0.08	0.07	0.06	0.12	0.36	0.4	0.75	0.63	0.3	0.08
35	16.0	True	Norfolk City, Norfolk	242143	False	False	False	11324.0	34503.0	1054.0	63683.0	0.26	0.19	0.09	0.06	0.17	0.26	0.45	0.47	0.69	0.25	0.14
36	28.0	True	Portsmouth City, Portsmouth	96785	False	False	False	10352.0	34705.0	1248.0	58794.0	0.28	0.18	0.1	0.05	0.15	0.37	0.45	0.62	0.63	0.21	0.15
37	20.0	True	Virginia Beach City, Virginia Beach	435996	False	False	False	10706.0	44817.0	501.0	44520.0	0.11	0.08	0.07	0.06	0.13	0.36	0.4	0.67	0.65	0.33	0.06
38	11.0	True	Isle of Wight, Western Tidewater	34762	False	False	False	9741.0	45298.0	606.0	42279.0	0.12	0.09	0.07	0.06	0.12	0.41	0.29	0.81	0.63	0.28	0.1
39	18.0	True	Suffolk City, Western Tidewater	82544	False	False	False	10089.0	42245.0	822.0	44331.0	0.17	0.12	0.08	0.05	0.13	0.38	0.39	0.75	0.62	0.26	0.12
40	13.0	True	Fauquier, Rappahannock Rapidan	64546	False	False	False	11255.0	54871.0	360.0	43302.0	0.09	0.07	0.06	0.07	0.13	0.41	0.32	0.79	0.62	0.32	0.08
41	12.0	True	Falls Church City, Fairfax	11465	False	False	False	17978.0				0.03	0.03	0.05	0.03	0.08	0.5	0.35	0.64	0.64	0.75	0.03
42	11.0	True	Fairfax City, Fairfax	22058	False	False	False					0.08	0.07	0.05	0.07	0.14	0.44	0.36	0.72	0.67	0.55	0.06
43	10.0	True	Fairfax, Fairfax	1048554	False	False	False	12912.0	65964.0	311.0	76241.0	0.07	0.06	0.05	0.07	0.13	0.47	0.34	0.72	0.66	0.6	0.07
44	7.0	True	Loudoun, Loudoun	291653	False	False	False	12688.0	62979.0	219.0	58441.0	0.04	0.04	0.05	0.04	0.09	0.4	0.39	0.81	0.63	0.59	0.06
45	17.0	True	Prince William, Prince William	379415	False	False	False	10298.0	46561.0	458.0	48197.0	0.08	0.06	0.06	0.07	0.15	0.4	0.4	0.75	0.64	0.38	0.11
46	13.0	True	Manassas Park City, Prince William	13195	False	False	False	10858.0				0.14	0.09	0.06	0.1	0.24	0.24	0.56	0.71	0.65	0.23	0.2
47	14.0	True	Manassas City, Rappahannock Rapidan	36067	False	False	False	11970.0				0.18	0.12	0.07	0.09	0.21	0.34	0.42	0.68	0.65	0.28	0.19
48	14.0	True	Alexandria City, Alexandria	133647	False	False	False	18082.0	76131.0	433.0	81009.0	0.14	0.09	0.05	0.06	0.15	0.4	0.35	0.46	0.74	0.63	0.08
49	10.0	True	Arlington, Arlington	197467	False	False	False	19640.0	79218.0	266.0	96205.0	0.1	0.07	0.04	0.05	0.12	0.41	0.32	0.47	0.76	0.73	0.07
50	18.0	True	Spotsylvania, Rappahannock	120212	False	False	False	9624.0	41463.0	535.0	39913.0	0.11	0.08	0.07	0.07	0.14	0.34	0.35	0.8	0.62	0.31	0.1
51	16.0	True	Stafford, Rappahannock	124587	False	False	False	9399.0	46493.0	371.0	50580.0	0.07	0.05	0.07	0.05	0.11	0.34	0.35	0.78	0.64	0.37	0.07
52	49.0	True	Fredericksburg City, Rappahannock	23375	False	False	False	12456.0				0.23	0.2	0.09	0.06	0.18	0.25	0.47	0.39	0.7	0.34	0.11
53	12.0	True	King George, Rappahannock	22794	False	False	False	8324.0	45213.0	489.0	79619.0	0.09	0.07	0.07	0.05	0.11	0.36	0.28	0.76	0.63	0.32	0.07
54	79.0	True	Colonial Heights City, Chesterfield	17472	False	False	False	11697.0				0.15	0.09	0.08	0.07	0.16	0.37	0.28	0.66	0.59	0.21	0.08
55	26.0	True	Chesterfield, Chesterfield	308633	False	False	False	9369.0	42368.0	480.0	45139.0	0.09	0.07	0.07	0.07	0.14	0.45	0.31	0.78	0.64	0.37	0.09
56	10.0	True	Powhatan, Chesterfield	27758	False	False	False	9944.0	39390.0	320.0	37244.0	0.09	0.07	0.07	0.08	0.14	0.44	0.27	0.9	0.66	0.23	0.2
57	6.0	True	Charles City, Chickahominy	7205	False	False	False	14068.0	34894.0	689.0	40061.0	0.18	0.12	0.1	0.11	0.21	0.44	0.29	0.85	0.65	0.12	0.22
58	6.0	True	Goochland, Chickahominy	21136	False	False	False	11037.0	68788.0	345.0	62191.0	0.1	0.08	0.07	0.06	0.1	0.51	0.25	0.91	0.66	0.31	0.2
59	18.0	True	Hanover, Chickahominy	99172	False	False	False	9252.0	44611.0	321.0	40778.0	0.06	0.05	0.07	0.05	0.1	0.48	0.27	0.84	0.62	0.37	0.05
60	15.0	True	New Kent, Chickahominy	17655	False	False	False	8734.0	42645.0	347.0	31228.0	0.08	0.06	0.07	0.08	0.13	0.49	0.25	0.9	0.66	0.24	0.12
61	18.0	True	Henrico, Henrico	300053	False	False	False	9138.0	46635.0	582.0	54472.0	0.13	0.1	0.07	0.06	0.15	0.46	0.34	0.67	0.63	0.42	0.09
62	37.0	True	Richmond City, Richmond	201828	False	False	False	13773.0	42952.0	1271.0	65163.0	0.35	0.25	0.09	0.06	0.2	0.33	0.46	0.45	0.69	0.34	0.17
63	15.0	True	Caroline, Rappahannock	27844	False	False	False	8838.0	34168.0	734.0	35327.0	0.17	0.11	0.1	0.08	0.16	0.36	0.33	0.83	0.63	0.16	0.14
64	20.0	True	Dinwiddie, Crater	27449	False	False	False	9189.0	34158.0	1152.0	38397.0	0.17	0.12	0.09	0.08	0.17	0.37	0.27	0.76	0.64	0.14	0.19
65	43.0	True	Petersburg City, Crater	32303	False	False	False	11501.0				0.41	0.25	0.14	0.05	0.19	0.31	0.37	0.51	0.64	0.15	0.25
66	6.0	True	Prince George, Crater	35129	False	False	False	9569.0	32393.0	871.0	62424.0	0.13	0.1	0.08	0.06	0.13	0.35	0.21	0.75	0.67	0.17	0.11
67	33.0	True	Hopewell City, Crater	22506	False	False	False	10712.0				0.28	0.17	0.12	0.06	0.18	0.28	0.34	0.52	0.6	0.11	0.22
68	10.0	True	Amelia, Piedmont	12517	False	False	False	9302.0	34094.0	790.0	32763.0	0.17	0.11	0.08	0.11	0.21	0.42	0.27	0.83	0.61	0.12	0.19
69	19.0	True	Sussex, Crater	12167	False	False	False	15221.0	26695.0	928.0	38030.0	0.24	0.22	0.11	0.09	0.18	0.32	0.3	0.67	0.68	0.1	0.28
70	7.0	True	Franklin, West Piedmont	54938	False	False	False	10075.0	31359.0	715.0	31906.0	0.22	0.14	0.09	0.09	0.18	0.42	0.25	0.78	0.62	0.16	0.15
71	16.0	True	Buckingham, Piedmont	16874	False	False	False	11318.0	23790.0	907.0	36562.0	0.25	0.21	0.11	0.09	0.2	0.34	0.24	0.75	0.72	0.12	0.38
72	14.0	True	Charlotte, Piedmont	12644	False	False	False	10628.0	26978.0	1104.0	26642.0	0.28	0.19	0.1	0.09	0.21	0.44	0.29	0.78	0.58	0.17	0.21
73	12.0	True	Cumberland, Piedmont	9855	False	False	False	11840.0	27885.0	957.0	33877.0	0.26	0.17	0.08	0.09	0.2	0.44	0.32	0.78	0.61	0.13	0.22
74	13.0	True	Surry, Crater	7039	False	False	False	16533.0	34085.0	751.0	77353.0	0.2	0.12	0.09	0.08	0.15	0.59	0.26	0.74	0.62	0.13	0.17
75	18.0	True	Patrick, West Piedmont	18643	False	False	False	9691.0	26318.0	933.0	27172.0	0.28	0.19	0.13	0.08	0.19	0.36	0.2	0.81	0.6	0.09	0.17
76	15.0	True	Lunenburg, Piedmont	12968	False	False	False	10599.0	25556.0	1005.0	32588.0	0.28	0.21	0.1	0.08	0.2	0.4	0.3	0.74	0.63	0.11	0.24
77	14.0	True	Nottoway, Piedmont	15819	False	False	False	9937.0	29935.0	1079.0	36006.0	0.28	0.21	0.08	0.09	0.2	0.31	0.36	0.64	0.62	0.12	0.23
78	8.0	True	Prince Edward, Piedmont	22723	False	False	False	11170.0	24342.0	913.0	35041.0	0.27	0.23	0.1	0.07	0.18	0.32	0.33	0.63	0.68	0.2	0.17
79	9.0	True	Brunswick, Southside	17707	False	False	False	10622.0	26780.0	1126.0	32706.0	0.27	0.21	0.11	0.07	0.18	0.37	0.31	0.7	0.64	0.11	0.29
80	15.0	True	Halifax, Southside	36311	False	False	False	10639.0	29257.0	1106.0	36324.0	0.28	0.19	0.12	0.07	0.17	0.42	0.3	0.76	0.59	0.15	0.2
81	11.0	True	Greensville, Crater	12181	False	False	False	10056.0	26168.0	1147.0	35656.0	0.26	0.24	0.1	0.06	0.15	0.34	0.27	0.75	0.71	0.06	0.24
82	54.0	True	Emporia City, Crater	5822	False	False	False					0.31	0.23	0.12	0.06	0.18	0.36	0.35	0.48	0.59	0.16	0.22
83	9.0	True	Southampton, Western Tidewater	18493	False	False	False	10391.0	29462.0	1031.0	33649.0	0.2	0.16	0.09	0.07	0.15	0.33	0.32	0.76	0.64	0.13	0.21
84	38.0	True	Franklin City, Western Tidewater	8549	False	False	False	13018.0				0.33	0.22	0.13	0.05	0.16	0.33	0.45	0.46	0.59	0.18	0.2
85	15.0	True	Mecklenburg, Southside	32774	False	False	False	9803.0	28900.0	1004.0	33824.0	0.28	0.2	0.11	0.08	0.2	0.38	0.28	0.75	0.6	0.14	0.21
86	11.0	True	Pittsylvania, Pittsylvania-Danville	63147	False	False	False	9375.0	28831.0	1147.0	36136.0	0.22	0.16	0.11	0.08	0.18	0.44	0.28	0.79	0.62	0.14	0.17
87	46.0	True	Danville City, Pittsylvania-Danville	43787	False	False	False	11056.0				0.42	0.27	0.13	0.05	0.17	0.43	0.38	0.55	0.59	0.18	0.18
88	37.0	True	Martinsville City, West Piedmont	14029	False	False	False	10954.0				0.36	0.24	0.17	0.06	0.18	0.4	0.36	0.59	0.59	0.22	0.14
89	19.0	True	Henry, West Piedmont	54860	False	False	False	9587.0	30189.0	1140.0	36131.0	0.27	0.18	0.15	0.09	0.22	0.4	0.26	0.76	0.61	0.12	0.21
90	21.0	True	Scott, Lenowisco	23234	False	False	False	10168.0	26918.0	1023.0	28099.0	0.25	0.19	0.08	0.06	0.16	0.38	0.19	0.77	0.61	0.12	0.19
91	21.0	True	Washington, Mount Rogers	54322	False	False	False	9310.0	34499.0	869.0	41600.0	0.19	0.14	0.08	0.07	0.17	0.4	0.24	0.74	0.63	0.23	0.15
92	35.0	True	Bristol City, Mount Rogers	17704	False	False	False	10137.0				0.34	0.22	0.09	0.05	0.16	0.33	0.3	0.62	0.6	0.22	0.14
93	36.0	True	Radford City, New River	16318	False	False	False	9753.0				0.19	0.26	0.09	0.06	0.19	0.22	0.46	0.52	0.78	0.39	0.08
94	2.0	True	Floyd, New River	15030	False	False	False	9132.0	29560.0	725.0	24743.0	0.2	0.14	0.07	0.09	0.2	0.42	0.2	0.78	0.61	0.22	0.13
95	16.0	True	Giles, New River	17205	False	False	False	9292.0	31219.0	780.0	38426.0	0.19	0.13	0.1	0.07	0.17	0.4	0.23	0.78	0.61	0.18	0.15
96	31.0	True	Pulaski, New River	34963	False	False	False	10089.0	30405.0	807.0	38321.0	0.23	0.16	0.11	0.06	0.16	0.36	0.26	0.73	0.63	0.15	0.15
97	14.0	True	Montgomery, New River	92527	False	False	False	10294.0	27636.0	525.0	42184.0	0.17	0.21	0.07	0.07	0.17	0.31	0.36	0.56	0.74	0.42	0.08
98	9.0	True	Lee, Lenowisco	25434	False	False	False	12044.0	25976.0	1383.0	32966.0	0.33	0.26	0.08	0.07	0.16	0.32	0.24	0.74	0.63	0.14	0.2
99	5.0	True	Bland, Mount Rogers	6873	False	False	False	9367.0	27835.0	601.0	39474.0	0.18	0.15	0.09	0.09	0.17	0.36	0.18	0.85	0.64	0.14	0.12
100	19.0	True	Dickenson, Cumberland Plateau	15966	False	False	False	10856.0	28484.0	1187.0	42926.0	0.27	0.23	0.11	0.07	0.16	0.38	0.23	0.81	0.62	0.09	0.28
101	20.0	True	Buchanan, Cumberland Plateau	24459	False	False	False	11718.0	29997.0	1327.0	51225.0	0.35	0.25	0.1	0.07	0.16	0.33	0.2	0.8	0.65	0.1	0.29
102	13.0	True	Grayson, Mount Rogers	15855	False	False	False	10549.0	27159.0	919.0	23431.0	0.27	0.17	0.12	0.08	0.2	0.38	0.16	0.81	0.6	0.12	0.19
103	16.0	True	Wythe, Mount Rogers	29005	False	False	False	9375.0	29756.0	795.0	33306.0	0.23	0.16	0.11	0.07	0.19	0.38	0.2	0.77	0.62	0.15	0.18
104	22.0	True	Wise, Lenowisco	41496	False	False	False	9936.0	29997.0	1191.0	46448.0	0.28	0.22	0.08	0.06	0.17	0.3	0.23	0.7	0.65	0.12	0.25
105	72.0	True	Norton City, Lenowisco	3886	False	False	False	9518.0				0.32	0.19	0.07	0.05	0.13	0.35	0.29	0.54	0.62	0.23	0.16
106	19.0	True	Russell, Cumberland Plateau	28842	False	False	False	9570.0	29211.0	1097.0	36482.0	0.25	0.18	0.1	0.07	0.17	0.37	0.23	0.77	0.63	0.12	0.22
107	46.0	True	Galax City, Mount Rogers	6936	False	False	False	9643.0				0.36	0.22	0.11	0.08	0.2	0.29	0.35	0.63	0.58	0.14	0.2
108	16.0	True	Carroll, Mount Rogers	29985	False	False	False	9992.0	28342.0	928.0	32682.0	0.25	0.18	0.12	0.08	0.2	0.35	0.21	0.76	0.61	0.12	0.21
109	24.0	True	Smyth, Mount Rogers	32383	False	False	False	9780.0	28077.0	1065.0	36388.0	0.28	0.19	0.12	0.06	0.16	0.35	0.21	0.73	0.61	0.17	0.17
110	25.0	True	Tazewell, Cumberland Plateau	44706	False	False	False	9079.0	31330.0	938.0	37305.0	0.24	0.18	0.09	0.07	0.17	0.33	0.23	0.73	0.62	0.15	0.19
111	9.0	True	Clarke, Lord Fairfax	14013	False	False	False	9241.0	49836.0	361.0	36057.0	0.1	0.08	0.07	0.08	0.14	0.41	0.29	0.76	0.62	0.32	0.1
112	19.0	True	Warren, Lord Fairfax	37044	False	False	False	8932.0	36784.0	619.0	36037.0	0.14	0.1	0.08	0.08	0.17	0.29	0.34	0.75	0.63	0.22	0.12
113	13.0	True	Botetourt, Alleghany	32867	False	False	False	9810.0	39332.0	387.0	37065.0	0.09	0.06	0.06	0.07	0.13	0.41	0.22	0.87	0.62	0.26	0.08
114	12.0	True	Craig, Alleghany	5173	False	False	False	10374.0	29545.0	622.0	25199.0	0.18	0.12	0.08	0.09	0.18	0.58	0.14	0.86	0.64	0.14	0.15
115	33.0	True	Salem City, Alleghany	24641	False	False	False	10152.0				0.13	0.1	0.07	0.06	0.14	0.34	0.29	0.69	0.63	0.34	0.08
116	18.0	True	Roanoke, Alleghany	91583	False	False	False	9348.0	41873.0	433.0	47719.0	0.09	0.07	0.06	0.06	0.12	0.46	0.24	0.78	0.61	0.36	0.06
117	43.0	True	Roanoke City, Roanoke	95793	False	False	False	11352.0	36300.0	1168.0	49102.0	0.34	0.22	0.09	0.06	0.18	0.27	0.38	0.56	0.64	0.23	0.16
118	5.0	True	Rockingham, Central Shenandoah	74922	False	False	False	9824.0	30312.0	557.0	41122.0	0.15	0.11	0.07	0.11	0.19	0.32	0.27	0.75	0.61	0.23	0.18
119	23.0	True	Harrisonburg City, Central Shenandoah	47406	False	False	False	12085.0				0.22	0.3	0.08	0.08	0.22	0.17	0.42	0.39	0.77	0.36	0.22
120	31.0	True	Waynesboro City, Central Shenandoah	20885	False	False	False	10354.0				0.27	0.17	0.09	0.06	0.17	0.27	0.36	0.59	0.6	0.21	0.14
121	29.0	True	Staunton City, Central Shenandoah	23806	False	False	False	10549.0				0.24	0.15	0.08	0.06	0.16	0.26	0.36	0.6	0.62	0.31	0.14
122	7.0	True	Augusta, Central Shenandoah	73201	False	False	False	9446.0	35331.0	642.0	42429.0	0.13	0.1	0.07	0.07	0.16	0.3	0.24	0.81	0.63	0.2	0.14
123	40.0	True	Winchester City, Lord Fairfax	25953	False	False	False	11932.0				0.25	0.19	0.08	0.08	0.21	0.28	0.38	0.51	0.64	0.31	0.19
124	16.0	True	Frederick, Lord Fairfax	75835	False	False	False	10083.0	38641.0	565.0	44495.0	0.11	0.07	0.08	0.08	0.16	0.34	0.33	0.79	0.62	0.24	0.15
125	8.0	True	Bath, Central Shenandoah	4779	False	False	False	13392.0	38055.0	523.0	37829.0	0.16	0.11	0.08	0.09	0.18	0.29	0.19	0.87	0.62	0.09	0.14
126	4.0	True	Highland, Central Shenandoah	2395	False	False	False	15550.0	33945.0	507.0	20490.0	0.23	0.14	0.06	0.16	0.25	0.42	0.22	0.77	0.62	0.21	0.24
127	34.0	True	Covington City, Alleghany	5989	False	False	False	12216.0				0.24	0.16	0.11	0.06	0.16	0.3	0.26	0.69	0.59	0.11	0.13
128	16.0	True	Alleghany, Alleghany	16406	False	False	False	10452.0	32006.0	828.0	45738.0	0.2	0.13	0.09	0.07	0.15	0.37	0.21	0.83	0.59	0.18	0.13
129	13.0	True	Rockbridge, Central Shenandoah	22217	False	False	False	11030.0	31533.0	617.0	34759.0	0.17	0.12	0.08	0.08	0.17	0.3	0.3	0.76	0.61	0.23	0.15
130	5.0	True	Lexington City, Central Shenandoah	6990	False	False	False	9621.0				0.15	0.21	0.09	0.08	0.19	0.23	0.33	0.51	0.73	0.52	0.12
131	3.0	True	Buena Vista City, Central Shenandoah	6653	False	False	False	8709.0				0.23	0.15	0.1	0.07	0.18	0.24	0.31	0.65	0.61	0.18	0.19
132	7.0	True	Page, Lord Fairfax	24116	False	False	False	10148.0	30661.0	774.0	33359.0	0.23	0.16	0.12	0.08	0.19	0.24	0.27	0.76	0.61	0.12	0.22
133	17.0	True	Shenandoah, Lord Fairfax	41468	False	False	False	10394.0	33228.0	597.0	33003.0	0.17	0.12	0.08	0.08	0.18	0.29	0.31	0.7	0.6	0.18	0.14
134	23.0	False	Culpeper, Rappahannock Rapidan	46427	False	False	False	8799.0	38496.0	642.0	39971.0	0.16	0.12	0.06	0.08	0.17	0.31	0.39	0.73	0.63	0.22	0.15
135	14.0	False	Rappahannock, Rappahannock Rapidan	7422	False	False	False	11949.0	51678.0	422.0	35429.0	0.16	0.1	0.06	0.09	0.16	0.45	0.29	0.75	0.61	0.38	0.13
136	34.0	False	Lynchburg City, Central Virginia	74849	False	False	False	10759.0				0.25	0.22	0.08	0.05	0.17	0.23	0.37	0.55	0.66	0.32	0.12
137	9.0	False	Campbell, Central Virginia	54485	False	False	False	8892.0	33187.0	877.0	44968.0	0.23	0.15	0.07	0.06	0.16	0.31	0.25	0.76	0.62	0.18	0.12
138	9.0	False	Amherst, Central Virginia	32339	False	False	False	9865.0	30818.0	739.0	36019.0	0.2	0.13	0.07	0.07	0.17	0.29	0.25	0.76	0.62	0.18	0.14
139	7.0	False	Appomattox, Central Virginia	14820	False	False	False	8828.0	31770.0	920.0	28790.0	0.22	0.15	0.08	0.08	0.17	0.43	0.23	0.75	0.6	0.14	0.16
140	9.0	False	Bedford, Central Virginia	68275	False	False	False	8401.0	37516.0	525.0	33216.0	0.14	0.09	0.06	0.07	0.15	0.33	0.25	0.84	0.62	0.26	0.11
141		False	Bedford City, Central Virginia	6184	False	False	False					0.29	0.2	0.09	0.05	0.16	0.28	0.36	0.63	0.59	0.23	0.11
142	26.0	False	Charlottesville City, Thomas Jefferson	42758	False	False	False	16246.0				0.22	0.23	0.06	0.07	0.18	0.21	0.43	0.41	0.76	0.51	0.12
143	12.0	False	Albemarle, Thomas Jefferson	97978	False	False	False	11907.0	52302.0	503.0	52963.0	0.11	0.1	0.06	0.07	0.13	0.36	0.32	0.66	0.64	0.54	0.08
144	5.0	False	Fluvanna, Thomas Jefferson	25599	False	False	False	9249.0	35683.0	412.0	33392.0	0.1	0.08	0.06	0.06	0.14	0.33	0.28	0.87	0.62	0.28	0.13
145	13.0	False	Greene, Thomas Jefferson	18291	False	False	False	9661.0	34728.0	567.0	34974.0	0.14	0.09	0.06	0.08	0.18	0.38	0.3	0.8	0.62	0.23	0.17
146	6.0	False	Nelson, Thomas Jefferson	15049	False	False	False	11682.0	38979.0	748.0	29732.0	0.21	0.14	0.06	0.09	0.18	0.47	0.28	0.75	0.62	0.28	0.16
147	7.0	False	Madison, Rappahannock Rapidan	13317	False	False	False	9628.0	35261.0	577.0	29230.0	0.18	0.12	0.05	0.1	0.19	0.38	0.25	0.79	0.6	0.24	0.15
148	7.0	False	Louisa, Thomas Jefferson	32739	False	False	False	10108.0	37024.0	658.0	47060.0	0.17	0.11	0.07	0.08	0.17	0.35	0.29	0.78	0.63	0.19	0.16
149	8.0	False	Orange, Rappahannock Rapidan	33235	False	False	False	8325.0	38293.0	565.0	34135.0	0.17	0.12	0.07	0.07	0.16	0.33	0.32	0.76	0.59	0.23	0.13
150	10.0	False	King William, Three Rivers	15728	False	False	False	10121.0	37775.0	585.0	38045.0	0.13	0.09	0.07	0.07	0.15	0.37	0.3	0.83	0.63	0.2	0.08
151	11.0	False	Accomack, Eastern Shore	33701	False	False	False	10205.0	33938.0	1111.0	36620.0	0.3	0.19	0.08	0.1	0.2	0.35	0.27	0.74	0.6	0.17	0.19
